zipcode,GEOID20,weather_name,cwa,overlap_cells,area_m2_approx
16509,16509,Southern Erie,CLE,127,93640604.89449105
16509,16509,Northern Erie,CLE,2,1474655.1951888353
16511,16511,Northern Erie,CLE,26,19170517.53745486
16622,16622,Huntingdon,CTP,23,16958534.744671606
16625,16625,Bedford,CTP,49,36129052.282126464
16625,16625,Blair,CTP,64,47188966.24604273
16674,16674,Huntingdon,CTP,55,40553017.86769297
16695,16695,Bedford,CTP,47,34654397.08693763
16822,16822,Southern Centre,CTP,4,2949310.3903776705
16822,16822,Northern Centre,CTP,13,9585258.76872743
16822,16822,Southern Clinton,CTP,39,28755776.306182288
16822,16822,Northern Clinton,CTP,294,216774313.6927588
16836,16836,Clearfield,CTP,435,320737504.9535717
16870,16870,Southern Centre,CTP,219,161474743.87317747
16870,16870,Northern Centre,CTP,34,25069138.3182102
16917,16917,Tioga,CTP,179,131981639.96940076
16943,16943,Potter,CTP,74,54562242.221986905
16943,16943,Tioga,CTP,51,37603707.4773153
17090,17090,Perry,CTP,112,82580690.93057477
17094,17094,Juniata,CTP,105,77419397.74741384
17224,17224,Franklin,CTP,129,95115260.08967987
17224,17224,Fulton,CTP,9,6635948.378349759
17233,17233,Fulton,CTP,283,208663710.1192202
17262,17262,Franklin,CTP,66,48663621.44123156
17363,17363,York,CTP,130,95852587.68727429
17560,17560,Lancaster,CTP,55,40553017.86769297
17727,17727,Tioga,CTP,91,67096811.381092004
17727,17727,Northern Lycoming,CTP,64,47188966.24604273
17765,17765,Bradford,BGM,3,2211982.792783253
17765,17765,Tioga,CTP,179,131981639.96940076
17765,17765,Northern Lycoming,CTP,133,98064570.48005754
17923,17923,Schuylkill,CTP,8,5898620.780755341
17968,17968,Schuylkill,CTP,20,14746551.951888353
18058,18058,Monroe,PHI,153,112811122.43194589
18058,18058,Carbon,PHI,29,21382500.33023811
18058,18058,Northampton,PHI,1,737327.5975944176
19440,19440,Upper Bucks,PHI,9,6635948.378349759
19440,19440,Western Montgomery,PHI,31,22857155.525426947
19462,19462,Eastern Montgomery,PHI,30,22119827.92783253
19530,19530,Berks,PHI,172,126820346.78623983
19530,19530,Lehigh,PHI,18,13271896.756699517
19551,19551,Berks,PHI,73,53824914.62439249
19551,19551,Lancaster,CTP,1,737327.5975944176
19551,19551,Lebanon,CTP,16,11797241.561510682
19602,19602,Berks,PHI,8,5898620.780755341
17014,17014,Juniata,CTP,6,4423965.585566506
15009,15009,Beaver,PBZ,84,61935518.19793108
15050,15050,Beaver,PBZ,85,62672845.7955255
15054,15054,Washington,PBZ,3,2211982.792783253
15074,15074,Beaver,PBZ,52,38341035.07490972
15084,15084,Allegheny,PBZ,101,74470087.35703617
15209,15209,Allegheny,PBZ,18,13271896.756699517
15232,15232,Allegheny,PBZ,3,2211982.792783253
15323,15323,Washington,PBZ,251,185069226.99619883
15340,15340,Washington,PBZ,51,37603707.4773153
15368,15368,Washington,PBZ,1,737327.5975944176
15478,15478,Fayette,PBZ,171,126083019.18864542
15478,15478,Fayette Ridges,PBZ,49,36129052.282126464
15521,15521,Bedford,CTP,131,96589915.28486872
15542,15542,Somerset,CTP,133,98064570.48005754
15642,15642,Allegheny,PBZ,4,2949310.3903776705
15642,15642,Westmoreland,PBZ,157,115760432.82232356
15656,15656,Armstrong,PBZ,48,35391724.68453205
15656,15656,Westmoreland,PBZ,65,47926293.843637146
15671,15671,Westmoreland,PBZ,8,5898620.780755341
15683,15683,Fayette,PBZ,9,6635948.378349759
15683,15683,Westmoreland,PBZ,54,39815690.27009855
15683,15683,Fayette Ridges,PBZ,4,2949310.3903776705
19132,19132,Philadelphia,PHI,10,7373275.975944176
19343,19343,Western Chester,PHI,100,73732759.75944176
19510,19510,Berks,PHI,19,14009224.354293935
19523,19523,Berks,PHI,4,2949310.3903776705
19525,19525,Western Montgomery,PHI,60,44239655.85566506
18244,18244,Carbon,PHI,3,2211982.792783253
18331,18331,Monroe,PHI,10,7373275.975944176
18411,18411,Lackawanna,BGM,195,143778881.53091145
18444,18444,Lackawanna,BGM,316,232995520.83983597
18444,18444,Luzerne,BGM,1,737327.5975944176
18444,18444,Southern Wayne,BGM,52,38341035.07490972
18464,18464,Pike,BGM,43,31705086.69655996
18651,18651,Luzerne,BGM,47,34654397.08693763
18832,18832,Bradford,BGM,206,151889485.10445005
18845,18845,Bradford,BGM,38,28018448.70858787
18972,18972,Upper Bucks,PHI,83,61198190.60033666
19033,19033,Delaware,PHI,4,2949310.3903776705
19078,19078,Delaware,PHI,9,6635948.378349759
19085,19085,Delaware,PHI,14,10322586.366321847
19085,19085,Eastern Montgomery,PHI,10,7373275.975944176
19311,19311,Eastern Chester,PHI,47,34654397.08693763
19373,19373,Delaware,PHI,10,7373275.975944176
19373,19373,Eastern Chester,PHI,1,737327.5975944176
19533,19533,Berks,PHI,60,44239655.85566506
15365,15365,Washington,PBZ,2,1474655.1951888353
15416,15416,Fayette,PBZ,3,2211982.792783253
15001,15001,Beaver,PBZ,209,154101467.89723328
15026,15026,Allegheny,PBZ,30,22119827.92783253
15026,15026,Beaver,PBZ,87,64147500.990714334
15026,15026,Washington,PBZ,5,3686637.987972088
15090,15090,Allegheny,PBZ,73,53824914.62439249
15102,15102,Allegheny,PBZ,37,27281121.110993452
15102,15102,Washington,PBZ,1,737327.5975944176
15206,15206,Allegheny,PBZ,17,12534569.1591051
15213,15213,Allegheny,PBZ,8,5898620.780755341
15221,15221,Allegheny,PBZ,21,15483879.54948277
15725,15725,Indiana,PBZ,103,75944742.55222502
15748,15748,Indiana,PBZ,87,64147500.990714334
15748,15748,Higher Elevations of Indiana,PBZ,166,122396381.20067333
15759,15759,Indiana,PBZ,199,146728191.92128912
15770,15770,Jefferson,PBZ,18,13271896.756699517
15829,15829,Clarion,PBZ,34,25069138.3182102
15829,15829,Jefferson,PBZ,79,58248880.20995899
15851,15851,Jefferson,PBZ,337,248479400.38931873
15927,15927,Cambria,CTP,19,14009224.354293935
15931,15931,Cambria,CTP,284,209401037.7168146
15958,15958,Cambria,CTP,67,49400949.03882598
16034,16034,Butler,PBZ,63,46451638.64844831
16052,16052,Butler,PBZ,66,48663621.44123156
16121,16121,Mercer,PBZ,9,6635948.378349759
16137,16137,Mercer,PBZ,375,276497849.0979066
16148,16148,Mercer,PBZ,106,78156725.34500827
16154,16154,Mercer,PBZ,100,73732759.75944176
16255,16255,Clarion,PBZ,144,106175174.05359614
16340,16340,Warren,CTP,317,233732848.43743038
16346,16346,Venango,PBZ,56,41290345.46528739
16347,16347,Forest,PBZ,147,108387156.8463794
16347,16347,Warren,CTP,202,148940174.71407235
16435,16435,Crawford,CLE,176,129769657.1766175
16435,16435,Southern Erie,CLE,1,737327.5975944176
16441,16441,Crawford,CLE,11,8110603.573538594
16441,16441,Southern Erie,CLE,368,271336555.9147457
16602,16602,Blair,CTP,49,36129052.282126464
16624,16624,Cambria,CTP,8,5898620.780755341
16679,16679,Bedford,CTP,81,59723535.40514783
16679,16679,Huntingdon,CTP,1,737327.5975944176
16693,16693,Blair,CTP,271,199815778.9480872
16693,16693,Huntingdon,CTP,1,737327.5975944176
16830,16830,Clearfield,CTP,461,339908022.4910265
16838,16838,Clearfield,CTP,134,98801898.07765196
16875,16875,Southern Centre,CTP,285,210138365.31440902
16929,16929,Tioga,CTP,144,106175174.05359614
16936,16936,Bradford,BGM,28,20645172.732643694
16936,16936,Tioga,CTP,137,101013880.87043521
17026,17026,Berks,PHI,9,6635948.378349759
17026,17026,Lebanon,CTP,76,56036897.41717574
17047,17047,Perry,CTP,158,116497760.41991799
17078,17078,Dauphin,CTP,20,14746551.951888353
17078,17078,Lebanon,CTP,87,64147500.990714334
17210,17210,Franklin,CTP,56,41290345.46528739
17221,17221,Franklin,CTP,43,31705086.69655996
17243,17243,Huntingdon,CTP,150,110599139.63916264
17243,17243,Juniata,CTP,56,41290345.46528739
17252,17252,Franklin,CTP,110,81106035.73538594
17301,17301,Adams,CTP,26,19170517.53745486
17301,17301,York,CTP,14,10322586.366321847
17329,17329,York,CTP,60,44239655.85566506
17365,17365,York,CTP,73,53824914.62439249
17516,17516,Lancaster,CTP,98,72258104.56425293
17552,17552,Lancaster,CTP,120,88479311.71133012
17602,17602,Lancaster,CTP,91,67096811.381092004
17823,17823,Northumberland,CTP,118,87004656.51614128
17857,17857,Northumberland,CTP,100,73732759.75944176
17872,17872,Northumberland,CTP,155,114285777.62713474
17930,17930,Schuylkill,CTP,10,7373275.975944176
17953,17953,Schuylkill,CTP,32,23594483.123021364
18011,18011,Berks,PHI,48,35391724.68453205
18011,18011,Lehigh,PHI,14,10322586.366321847
18062,18062,Berks,PHI,21,15483879.54948277
18062,18062,Lehigh,PHI,50,36866379.87972088
18091,18091,Northampton,PHI,51,37603707.4773153
18210,18210,Monroe,PHI,9,6635948.378349759
18210,18210,Carbon,PHI,118,87004656.51614128
18324,18324,Monroe,PHI,1,737327.5975944176
18324,18324,Pike,BGM,114,84055346.12576361
18370,18370,Monroe,PHI,8,5898620.780755341
18436,18436,Lackawanna,BGM,98,72258104.56425293
18436,18436,Pike,BGM,1,737327.5975944176
18436,18436,Southern Wayne,BGM,260,191705175.37454858
18507,18507,Lackawanna,BGM,35,25806465.915804617
18635,18635,Columbia,CTP,52,38341035.07490972
18635,18635,Luzerne,BGM,78,57511552.612364575
18826,18826,Susquehanna,BGM,160,117972415.61510682
18930,18930,Upper Bucks,PHI,69,50875604.23401482
18976,18976,Lower Bucks,PHI,36,26543793.513399035
19029,19029,Delaware,PHI,13,9585258.76872743
19053,19053,Lower Bucks,PHI,35,25806465.915804617
19079,19079,Delaware,PHI,6,4423965.585566506
19118,19118,Philadelphia,PHI,13,9585258.76872743
19144,19144,Philadelphia,PHI,14,10322586.366321847
19146,19146,Philadelphia,PHI,6,4423965.585566506
19352,19352,Western Chester,PHI,24,17695862.342266023
19352,19352,Eastern Chester,PHI,39,28755776.306182288
19382,19382,Delaware,PHI,4,2949310.3903776705
19382,19382,Eastern Chester,PHI,164,120921726.00548449
19426,19426,Western Montgomery,PHI,105,77419397.74741384
19426,19426,Eastern Montgomery,PHI,15,11059913.963916264
19522,19522,Berks,PHI,167,123133708.79826775
19560,19560,Berks,PHI,37,27281121.110993452
15017,15017,Allegheny,PBZ,40,29493103.903776705
15017,15017,Washington,PBZ,6,4423965.585566506
15020,15020,Allegheny,PBZ,11,8110603.573538594
15021,15021,Beaver,PBZ,1,737327.5975944176
15021,15021,Washington,PBZ,323,238156814.0229969
15025,15025,Allegheny,PBZ,61,44976983.453259476
15057,15057,Allegheny,PBZ,69,50875604.23401482
15057,15057,Washington,PBZ,126,92903277.29689662
15063,15063,Allegheny,PBZ,38,28018448.70858787
15063,15063,Washington,PBZ,60,44239655.85566506
15148,15148,Allegheny,PBZ,3,2211982.792783253
15214,15214,Allegheny,PBZ,17,12534569.1591051
15243,15243,Allegheny,PBZ,10,7373275.975944176
15342,15342,Washington,PBZ,11,8110603.573538594
15005,15005,Allegheny,PBZ,16,11797241.561510682
15005,15005,Beaver,PBZ,43,31705086.69655996
15022,15022,Washington,PBZ,69,50875604.23401482
15086,15086,Allegheny,PBZ,6,4423965.585566506
15086,15086,Butler,PBZ,2,1474655.1951888353
15101,15101,Allegheny,PBZ,71,52350259.42920365
15122,15122,Allegheny,PBZ,45,33179741.891748793
15142,15142,Allegheny,PBZ,6,4423965.585566506
15202,15202,Allegheny,PBZ,17,12534569.1591051
15229,15229,Allegheny,PBZ,14,10322586.366321847
15345,15345,Greene,PBZ,3,2211982.792783253
15345,15345,Washington,PBZ,71,52350259.42920365
15377,15377,Greene,PBZ,44,32442414.294154376
15377,15377,Washington,PBZ,104,76682070.14981943
15425,15425,Fayette,PBZ,107,78894052.9426027
15425,15425,Fayette Ridges,PBZ,98,72258104.56425293
15440,15440,Fayette Ridges,PBZ,70,51612931.831609234
15442,15442,Fayette,PBZ,59,43502328.25807064
15446,15446,Fayette Ridges,PBZ,1,737327.5975944176
15502,15502,Somerset,CTP,18,13271896.756699517
15551,15551,Somerset,CTP,85,62672845.7955255
15562,15562,Somerset,CTP,10,7373275.975944176
15677,15677,Westmoreland Ridges,PBZ,89,65622156.18590317
15701,15701,Indiana,PBZ,355,261751297.14601827
15701,15701,Higher Elevations of Indiana,PBZ,45,33179741.891748793
15732,15732,Armstrong,PBZ,11,8110603.573538594
15732,15732,Indiana,PBZ,92,67834138.97868642
15767,15767,Clearfield,CTP,40,29493103.903776705
15767,15767,Indiana,PBZ,51,37603707.4773153
15767,15767,Jefferson,PBZ,463,341382677.68621534
15824,15824,Clearfield,CTP,14,10322586.366321847
15824,15824,Jefferson,PBZ,215,158525433.4827998
15909,15909,Cambria,CTP,64,47188966.24604273
15924,15924,Somerset,CTP,90,66359483.78349759
15433,15433,Fayette,PBZ,54,39815690.27009855
15443,15443,Fayette,PBZ,8,5898620.780755341
15450,15450,Fayette,PBZ,4,2949310.3903776705
15480,15480,Fayette,PBZ,54,39815690.27009855
15535,15535,Bedford,CTP,544,401106213.0913632
15552,15552,Somerset,CTP,360,265437935.13399035
15612,15612,Westmoreland,PBZ,8,5898620.780755341
15668,15668,Westmoreland,PBZ,79,58248880.20995899
15868,15868,Elk,CTP,475,350230608.8573484
15905,15905,Cambria,CTP,86,63410173.39311992
15905,15905,Somerset,CTP,62,45714311.05085389
15905,15905,Westmoreland Ridges,PBZ,1,737327.5975944176
15935,15935,Somerset,CTP,87,64147500.990714334
15940,15940,Cambria,CTP,90,66359483.78349759
16056,16056,Butler,PBZ,73,53824914.62439249
16131,16131,Crawford,CLE,84,61935518.19793108
16159,16159,Lawrence,PBZ,11,8110603.573538594
16159,16159,Mercer,PBZ,88,64884828.58830875
16239,16239,Forest,PBZ,660,486636214.4123156
16314,16314,Crawford,CLE,258,190230520.17935973
16314,16314,Mercer,PBZ,35,25806465.915804617
16314,16314,Venango,PBZ,26,19170517.53745486
16326,16326,Clarion,PBZ,23,16958534.744671606
16370,16370,Forest,PBZ,29,21382500.33023811
16601,16601,Blair,CTP,295,217511641.2903532
16657,16657,Bedford,CTP,3,2211982.792783253
16657,16657,Huntingdon,CTP,179,131981639.96940076
16691,16691,Bedford,CTP,1,737327.5975944176
16691,16691,Fulton,CTP,101,74470087.35703617
16744,16744,McKean,CTP,18,13271896.756699517
16855,16855,Clearfield,CTP,5,3686637.987972088
15936,15936,Somerset,CTP,89,65622156.18590317
15955,15955,Cambria,CTP,121,89216639.30892453
16028,16028,Armstrong,PBZ,52,38341035.07490972
16028,16028,Clarion,PBZ,3,2211982.792783253
16053,16053,Butler,PBZ,75,55299569.81958132
16111,16111,Crawford,CLE,90,66359483.78349759
16222,16222,Armstrong,PBZ,181,133456295.16458958
16222,16222,Indiana,PBZ,18,13271896.756699517
16222,16222,Jefferson,PBZ,18,13271896.756699517
16311,16311,Mercer,PBZ,50,36866379.87972088
16311,16311,Venango,PBZ,3,2211982.792783253
16328,16328,Crawford,CLE,2,1474655.1951888353
16405,16405,Warren,CTP,61,44976983.453259476
16627,16627,Cambria,CTP,15,11059913.963916264
16627,16627,Clearfield,CTP,97,71520776.9666585
16630,16630,Cambria,CTP,18,13271896.756699517
16652,16652,Huntingdon,CTP,623,459355093.30132216
16738,16738,McKean,CTP,244,179907933.8130379
16803,16803,Southern Centre,CTP,80,58986207.80755341
16878,16878,Clearfield,CTP,101,74470087.35703617
16932,16932,Tioga,CTP,72,53087587.02679807
17006,17006,Perry,CTP,261,192442502.972143
17023,17023,Dauphin,CTP,72,53087587.02679807
17040,17040,Perry,CTP,190,140092243.54293936
17068,17068,Perry,CTP,116,85530001.32095245
17322,17322,York,CTP,141,103963191.26081288
17327,17327,York,CTP,167,123133708.79826775
17352,17352,York,CTP,50,36866379.87972088
17366,17366,York,CTP,40,29493103.903776705
16901,16901,Tioga,CTP,791,583226129.6971843
17009,17009,Mifflin,CTP,6,4423965.585566506
17019,17019,Adams,CTP,3,2211982.792783253
17019,17019,Cumberland,CTP,18,13271896.756699517
17019,17019,York,CTP,207,152626812.70204446
17021,17021,Franklin,CTP,11,8110603.573538594
17021,17021,Huntingdon,CTP,4,2949310.3903776705
17021,17021,Juniata,CTP,150,110599139.63916264
17021,17021,Perry,CTP,29,21382500.33023811
17087,17087,Berks,PHI,30,22119827.92783253
17087,17087,Lebanon,CTP,14,10322586.366321847
17101,17101,Dauphin,CTP,2,1474655.1951888353
17257,17257,Cumberland,CTP,255,188018537.3865765
17257,17257,Franklin,CTP,154,113548450.02954032
17339,17339,York,CTP,94,69308794.17387526
17512,17512,Lancaster,CTP,73,53824914.62439249
17535,17535,Lancaster,CTP,44,32442414.294154376
17551,17551,Lancaster,CTP,38,28018448.70858787
17563,17563,Lancaster,CTP,128,94377932.49208546
17739,17739,Northern Lycoming,CTP,64,47188966.24604273
17801,17801,Northumberland,CTP,254,187281209.7889821
17844,17844,Snyder,CTP,2,1474655.1951888353
17844,17844,Union,CTP,370,272811211.1099345
17847,17847,Montour,CTP,32,23594483.123021364
17847,17847,Union,CTP,1,737327.5975944176
17847,17847,Northumberland,CTP,134,98801898.07765196
17889,17889,Snyder,CTP,51,37603707.4773153
17889,17889,Union,CTP,35,25806465.915804617
18052,18052,Lehigh,PHI,48,35391724.68453205
18216,18216,Luzerne,BGM,9,6635948.378349759
18216,18216,Carbon,PHI,19,14009224.354293935
18357,18357,Monroe,PHI,17,12534569.1591051
18465,18465,Susquehanna,BGM,144,106175174.05359614
18465,18465,Northern Wayne,BGM,26,19170517.53745486
18508,18508,Lackawanna,BGM,22,16221207.147077188
18657,18657,Wyoming,BGM,417,307465608.1968722
18846,18846,Bradford,BGM,81,59723535.40514783
15027,15027,Beaver,PBZ,6,4423965.585566506
15215,15215,Allegheny,PBZ,22,16221207.147077188
15131,15131,Allegheny,PBZ,21,15483879.54948277
15131,15131,Westmoreland,PBZ,1,737327.5975944176
15217,15217,Allegheny,PBZ,13,9585258.76872743
15126,15126,Allegheny,PBZ,71,52350259.42920365
15129,15129,Allegheny,PBZ,27,19907845.135049276
15133,15133,Allegheny,PBZ,11,8110603.573538594
15954,15954,Westmoreland Ridges,PBZ,27,19907845.135049276
15954,15954,Higher Elevations of Indiana,PBZ,45,33179741.891748793
15028,15028,Allegheny,PBZ,2,1474655.1951888353
15031,15031,Allegheny,PBZ,1,737327.5975944176
15068,15068,Allegheny,PBZ,34,25069138.3182102
15068,15068,Westmoreland,PBZ,130,95852587.68727429
15071,15071,Allegheny,PBZ,63,46451638.64844831
15004,15004,Washington,PBZ,1,737327.5975944176
15034,15034,Allegheny,PBZ,4,2949310.3903776705
15035,15035,Allegheny,PBZ,1,737327.5975944176
15006,15006,Allegheny,PBZ,1,737327.5975944176
15038,15038,Washington,PBZ,2,1474655.1951888353
15042,15042,Beaver,PBZ,62,45714311.05085389
15045,15045,Allegheny,PBZ,6,4423965.585566506
15007,15007,Allegheny,PBZ,2,1474655.1951888353
15046,15046,Allegheny,PBZ,7,5161293.183160923
15081,15081,Beaver,PBZ,2,1474655.1951888353
15076,15076,Allegheny,PBZ,5,3686637.987972088
15049,15049,Allegheny,PBZ,4,2949310.3903776705
15051,15051,Allegheny,PBZ,2,1474655.1951888353
15077,15077,Beaver,PBZ,4,2949310.3903776705
15055,15055,Washington,PBZ,2,1474655.1951888353
15056,15056,Allegheny,PBZ,4,2949310.3903776705
15078,15078,Washington,PBZ,2,1474655.1951888353
15059,15059,Beaver,PBZ,52,38341035.07490972
15060,15060,Washington,PBZ,3,2211982.792783253
15061,15061,Beaver,PBZ,68,50138276.6364204
15087,15087,Westmoreland,PBZ,5,3686637.987972088
15088,15088,Allegheny,PBZ,1,737327.5975944176
15064,15064,Allegheny,PBZ,1,737327.5975944176
15014,15014,Allegheny,PBZ,2,1474655.1951888353
15108,15108,Allegheny,PBZ,135,99539225.67524639
15110,15110,Allegheny,PBZ,6,4423965.585566506
15015,15015,Allegheny,PBZ,4,2949310.3903776705
15112,15112,Allegheny,PBZ,3,2211982.792783253
15132,15132,Allegheny,PBZ,22,16221207.147077188
15136,15136,Allegheny,PBZ,41,30230431.501371123
15208,15208,Allegheny,PBZ,6,4423965.585566506
15347,15347,Washington,PBZ,2,1474655.1951888353
15348,15348,Washington,PBZ,1,737327.5975944176
15467,15467,Fayette,PBZ,4,2949310.3903776705
15201,15201,Allegheny,PBZ,9,6635948.378349759
15203,15203,Allegheny,PBZ,6,4423965.585566506
15472,15472,Fayette,PBZ,1,737327.5975944176
15204,15204,Allegheny,PBZ,6,4423965.585566506
15420,15420,Fayette,PBZ,1,737327.5975944176
15476,15476,Fayette,PBZ,1,737327.5975944176
15351,15351,Greene,PBZ,6,4423965.585566506
15358,15358,Washington,PBZ,2,1474655.1951888353
15359,15359,Greene,PBZ,1,737327.5975944176
15210,15210,Allegheny,PBZ,16,11797241.561510682
15211,15211,Allegheny,PBZ,5,3686637.987972088
15421,15421,Fayette Ridges,PBZ,1,737327.5975944176
15422,15422,Fayette,PBZ,1,737327.5975944176
15477,15477,Washington,PBZ,1,737327.5975944176
15482,15482,Fayette,PBZ,4,2949310.3903776705
15483,15483,Washington,PBZ,1,737327.5975944176
15490,15490,Fayette Ridges,PBZ,32,23594483.123021364
15361,15361,Washington,PBZ,2,1474655.1951888353
15216,15216,Allegheny,PBZ,12,8847931.171133012
15233,15233,Allegheny,PBZ,7,5161293.183160923
15314,15314,Washington,PBZ,59,43502328.25807064
15320,15320,Greene,PBZ,128,94377932.49208546
15322,15322,Greene,PBZ,43,31705086.69655996
15322,15322,Washington,PBZ,10,7373275.975944176
15332,15332,Allegheny,PBZ,12,8847931.171133012
15332,15332,Washington,PBZ,83,61198190.60033666
15424,15424,Somerset,CTP,191,140829571.14053378
15424,15424,Fayette Ridges,PBZ,70,51612931.831609234
15484,15484,Fayette,PBZ,4,2949310.3903776705
15492,15492,Fayette,PBZ,2,1474655.1951888353
15363,15363,Washington,PBZ,1,737327.5975944176
15219,15219,Allegheny,PBZ,9,6635948.378349759
15220,15220,Allegheny,PBZ,17,12534569.1591051
15222,15222,Allegheny,PBZ,3,2211982.792783253
15223,15223,Allegheny,PBZ,6,4423965.585566506
15224,15224,Allegheny,PBZ,5,3686637.987972088
15225,15225,Allegheny,PBZ,9,6635948.378349759
15226,15226,Allegheny,PBZ,8,5898620.780755341
15228,15228,Allegheny,PBZ,13,9585258.76872743
15234,15234,Allegheny,PBZ,12,8847931.171133012
15429,15429,Washington,PBZ,4,2949310.3903776705
15501,15501,Somerset,CTP,443,326636125.734327
15501,15501,Westmoreland Ridges,PBZ,23,16958534.744671606
15510,15510,Somerset,CTP,1,737327.5975944176
15531,15531,Somerset,CTP,186,137142933.15256166
15531,15531,Westmoreland Ridges,PBZ,26,19170517.53745486
15534,15534,Bedford,CTP,186,137142933.15256166
15534,15534,Somerset,CTP,2,1474655.1951888353
15370,15370,Greene,PBZ,532,392258281.92023015
15236,15236,Allegheny,PBZ,40,29493103.903776705
15237,15237,Allegheny,PBZ,87,64147500.990714334
15238,15238,Allegheny,PBZ,59,43502328.25807064
15260,15260,Allegheny,PBZ,1,737327.5975944176
15430,15430,Fayette,PBZ,1,737327.5975944176
15432,15432,Washington,PBZ,2,1474655.1951888353
15520,15520,Somerset,CTP,2,1474655.1951888353
15378,15378,Washington,PBZ,1,737327.5975944176
15434,15434,Washington,PBZ,1,737327.5975944176
15538,15538,Somerset,CTP,241,177695951.02025464
15379,15379,Washington,PBZ,2,1474655.1951888353
15401,15401,Fayette,PBZ,196,144516209.12850586
15401,15401,Fayette Ridges,PBZ,2,1474655.1951888353
15312,15312,Washington,PBZ,252,185806554.59379324
15545,15545,Bedford,CTP,99,72995432.16184735
15545,15545,Somerset,CTP,72,53087587.02679807
15546,15546,Somerset,CTP,3,2211982.792783253
15610,15610,Westmoreland,PBZ,4,2949310.3903776705
15610,15610,Fayette Ridges,PBZ,45,33179741.891748793
15610,15610,Westmoreland Ridges,PBZ,94,69308794.17387526
15632,15632,Westmoreland,PBZ,106,78156725.34500827
15417,15417,Fayette,PBZ,36,26543793.513399035
15417,15417,Washington,PBZ,40,29493103.903776705
15313,15313,Washington,PBZ,7,5161293.183160923
15315,15315,Greene,PBZ,3,2211982.792783253
15316,15316,Greene,PBZ,17,12534569.1591051
15444,15444,Fayette,PBZ,2,1474655.1951888353
15412,15412,Washington,PBZ,5,3686637.987972088
15413,15413,Fayette,PBZ,1,737327.5975944176
15321,15321,Washington,PBZ,6,4423965.585566506
15445,15445,Fayette,PBZ,24,17695862.342266023
15445,15445,Fayette Ridges,PBZ,51,37603707.4773153
15461,15461,Fayette,PBZ,40,29493103.903776705
15474,15474,Fayette,PBZ,30,22119827.92783253
15532,15532,Somerset,CTP,2,1474655.1951888353
15541,15541,Somerset,CTP,129,95115260.08967987
15456,15456,Fayette,PBZ,20,14746551.951888353
15456,15456,Fayette Ridges,PBZ,5,3686637.987972088
15458,15458,Fayette,PBZ,50,36866379.87972088
15530,15530,Somerset,CTP,308,227096900.05908063
15550,15550,Bedford,CTP,187,137880260.7501561
15448,15448,Westmoreland,PBZ,2,1474655.1951888353
15464,15464,Fayette Ridges,PBZ,162,119447070.81029566
15469,15469,Fayette Ridges,PBZ,116,85530001.32095245
15137,15137,Allegheny,PBZ,29,21382500.33023811
15455,15455,Fayette,PBZ,6,4423965.585566506
15473,15473,Fayette,PBZ,80,58986207.80755341
15475,15475,Fayette,PBZ,5,3686637.987972088
15139,15139,Allegheny,PBZ,8,5898620.780755341
15329,15329,Greene,PBZ,43,31705086.69655996
15329,15329,Washington,PBZ,109,80368708.13779151
15333,15333,Washington,PBZ,51,37603707.4773153
15357,15357,Greene,PBZ,34,25069138.3182102
15362,15362,Greene,PBZ,81,59723535.40514783
15637,15637,Westmoreland,PBZ,18,13271896.756699517
15140,15140,Allegheny,PBZ,3,2211982.792783253
15143,15143,Allegheny,PBZ,117,86267328.91854686
15143,15143,Beaver,PBZ,13,9585258.76872743
15331,15331,Washington,PBZ,3,2211982.792783253
15411,15411,Somerset,CTP,72,53087587.02679807
15423,15423,Washington,PBZ,60,44239655.85566506
15427,15427,Washington,PBZ,32,23594483.123021364
15428,15428,Fayette,PBZ,74,54562242.221986905
15437,15437,Fayette Ridges,PBZ,225,165898709.45874396
15438,15438,Fayette,PBZ,42,30967759.09896554
15349,15349,Greene,PBZ,148,109124484.44397381
15380,15380,Greene,PBZ,130,95852587.68727429
15337,15337,Greene,PBZ,118,87004656.51614128
15338,15338,Fayette,PBZ,1,737327.5975944176
15338,15338,Greene,PBZ,54,39815690.27009855
15341,15341,Greene,PBZ,186,137142933.15256166
15463,15463,Fayette,PBZ,2,1474655.1951888353
15144,15144,Allegheny,PBZ,7,5161293.183160923
15334,15334,Greene,PBZ,10,7373275.975944176
15344,15344,Greene,PBZ,54,39815690.27009855
15346,15346,Greene,PBZ,3,2211982.792783253
15466,15466,Fayette,PBZ,1,737327.5975944176
15539,15539,Bedford,CTP,4,2949310.3903776705
15646,15646,Westmoreland Ridges,PBZ,4,2949310.3903776705
15716,15716,Indiana,PBZ,1,737327.5975944176
15948,15948,Cambria,CTP,2,1474655.1951888353
15949,15949,Higher Elevations of Indiana,PBZ,5,3686637.987972088
15952,15952,Cambria,CTP,12,8847931.171133012
15635,15635,Westmoreland,PBZ,2,1474655.1951888353
15636,15636,Westmoreland,PBZ,8,5898620.780755341
15721,15721,Clearfield,CTP,10,7373275.975944176
15730,15730,Jefferson,PBZ,14,10322586.366321847
15841,15841,Elk,CTP,1,737327.5975944176
15848,15848,Clearfield,CTP,65,47926293.843637146
15665,15665,Westmoreland,PBZ,5,3686637.987972088
15670,15670,Westmoreland,PBZ,142,104700518.8584073
15639,15639,Westmoreland,PBZ,36,26543793.513399035
15640,15640,Westmoreland,PBZ,1,737327.5975944176
